salary_id,employee_id,salary_date,base_salary,bonus,increment_percentage,total_salary
SAL00382,EMP0184,2023-04-10 00:00:00,7782.52,281,6,8063.52
SAL00383,EMP0184,2025-04-10 00:00:00,8560.77,530,10,9090.77
SAL00384,EMP0185,2013-01-12,5300.0,543,0,5843.0
SAL00385,EMP0185,2015-01-12 00:00:00,5830.0,706,10,6536.0
SAL00386,EMP0186,2012-02-02,19623.0,2830,0,22453.0
SAL00387,EMP0187,2015-05-04,9190.0,314,0,9504.0
SAL00388,EMP0187,2017-05-04 00:00:00,9741.4,602,6,10343.4
SAL00389,EMP0188,2026-07-12,3002.0,127,0,3129.0
SAL00390,EMP0189,2018-10-27,16228.0,363,0,16591.0
SAL00391,EMP0190,2012-12-14,14593.0,1083,0,15676.0
SAL00392,EMP0190,2014-12-14 00:00:00,15614.51,2059,7,17673.51
SAL00393,EMP0191,2019-12-05,15352.0,1891,0,17243.0
SAL00394,EMP0191,2020-12-05 00:00:00,15966.08,1636,4,17602.08
SAL00395,EMP0192,2020-09-02,11480.0,249,0,11729.0
SAL00396,EMP0193,2017-11-05,20590.0,213,0,20803.0
SAL00397,EMP0193,2018-11-05 00:00:00,22649.0,1731,10,24380.0
SAL00398,EMP0193,2020-11-05 00:00:00,24460.92,275,8,24735.92
SAL00399,EMP0194,2022-03-06,14777.0,2195,0,16972.0
SAL00400,EMP0195,2013-09-23,27244.0,173,0,27417.0
SAL00401,EMP0196,2014-12-15,31957.0,3796,0,35753.0
SAL00402,EMP0196,2015-12-15 00:00:00,34513.56,630,8,35143.56
SAL00403,EMP0196,2016-12-15 00:00:00,36929.51,3571,7,40500.51
SAL00404,EMP0197,2012-01-29,23728.0,996,0,24724.0
SAL00405,EMP0197,2014-01-29 00:00:00,24439.84,443,3,24882.84
SAL00406,EMP0198,2025-10-31,9040.0,991,0,10031.0
SAL00407,EMP0199,2016-10-09,11893.0,1078,0,12971.0
SAL00408,EMP0200,2014-02-13,7453.0,850,0,8303.0
SAL00409,EMP0200,2015-02-13 00:00:00,7900.18,957,6,8857.18
SAL00410,EMP0200,2017-02-13 00:00:00,8374.19,1226,6,9600.19
SAL00411,EMP0201,2026-07-09,29133.0,3295,0,32428.0
SAL00412,EMP0202,2012-06-20,9839.0,295,0,10134.0
SAL00413,EMP0202,2014-06-20 00:00:00,10429.34,1160,6,11589.34
SAL00414,EMP0203,2021-11-08,4190.0,186,0,4376.0
SAL00415,EMP0204,2026-05-26,7034.0,215,0,7249.0
SAL00416,EMP0204,2027-05-26 00:00:00,7526.38,1116,7,8642.38
SAL00417,EMP0205,2022-06-04,19006.0,683,0,19689.0
SAL00418,EMP0205,2023-06-04 00:00:00,20906.6,1024,10,21930.6
SAL00419,EMP0206,2022-12-15,13502.0,55,0,13557.0
SAL00420,EMP0207,2016-02-13,24217.0,3582,0,27799.0
SAL00421,EMP0207,2018-02-13 00:00:00,25912.19,2103,7,28015.19
SAL00422,EMP0208,2023-09-17,24479.0,2197,0,26676.0
SAL00423,EMP0208,2024-09-17 00:00:00,26192.53,218,7,26410.53
SAL00424,EMP0209,2016-01-12,32145.0,3265,0,35410.0
SAL00425,EMP0209,2017-01-12 00:00:00,34073.7,2645,6,36718.7
SAL00426,EMP0209,2019-01-12 00:00:00,35095.91,4859,3,39954.91
SAL00427,EMP0210,2024-05-17,23559.0,1688,0,25247.0
SAL00428,EMP0210,2025-05-17 00:00:00,24265.77,2644,3,26909.77
SAL00429,EMP0210,2027-05-17 00:00:00,26449.69,532,9,26981.69
SAL00430,EMP0211,2018-10-08,5849.0,469,0,6318.0
SAL00431,EMP0211,2020-10-08 00:00:00,6082.96,470,4,6552.96
SAL00432,EMP0211,2022-10-08 00:00:00,6569.6,781,8,7350.6
SAL00433,EMP0212,2021-04-02,13348.0,1982,0,15330.0
SAL00434,EMP0212,2022-04-02 00:00:00,14282.36,1614,7,15896.36
SAL00435,EMP0213,2026-01-03,6013.0,797,0,6810.0
SAL00436,EMP0213,2027-01-03 00:00:00,6614.3,527,10,7141.3
SAL00437,EMP0213,2028-01-03 00:00:00,7275.73,903,10,8178.73
SAL00438,EMP0214,2011-12-10,32683.0,2507,0,35190.0
SAL00439,EMP0214,2012-12-10 00:00:00,33663.49,4518,3,38181.49
SAL00440,EMP0215,2015-04-12,17574.0,641,0,18215.0
SAL00441,EMP0215,2017-04-12 00:00:00,18804.18,1733,7,20537.18
SAL00442,EMP0215,2019-04-12 00:00:00,20684.6,1982,10,22666.6
SAL00443,EMP0216,2012-10-05,9388.0,1090,0,10478.0
SAL00444,EMP0216,2014-10-05 00:00:00,9857.4,431,5,10288.4
SAL00445,EMP0217,2024-08-27,7167.0,11,0,7178.0
SAL00446,EMP0218,2013-02-01,28212.0,714,0,28926.0
SAL00447,EMP0219,2023-04-03,25335.0,2225,0,27560.0
SAL00448,EMP0219,2025-04-03 00:00:00,27361.8,908,8,28269.8
SAL00449,EMP0220,2019-01-31,16775.0,1838,0,18613.0
SAL00450,EMP0220,2020-01-31 00:00:00,17949.25,267,7,18216.25
SAL00451,EMP0221,2013-08-20,20878.0,2085,0,22963.0
SAL00452,EMP0222,2022-05-04,15288.0,2063,0,17351.0
SAL00453,EMP0222,2023-05-04 00:00:00,16816.8,1612,10,18428.8
SAL00454,EMP0222,2024-05-04 00:00:00,17321.3,1883,3,19204.3
SAL00455,EMP0223,2015-01-20,13437.0,233,0,13670.0
SAL00456,EMP0223,2017-01-20 00:00:00,13974.48,617,4,14591.48
SAL00457,EMP0223,2019-01-20 00:00:00,15092.44,627,8,15719.44
SAL00458,EMP0224,2014-01-30,14645.0,955,0,15600.0
SAL00459,EMP0224,2015-01-30 00:00:00,15963.05,1726,9,17689.05
SAL00460,EMP0224,2016-01-30 00:00:00,16441.94,604,3,17045.94
SAL00461,EMP0225,2024-08-25,8233.0,400,0,8633.0
SAL00462,EMP0226,2011-09-25,15691.0,116,0,15807.0
SAL00463,EMP0227,2020-03-11,9973.0,76,0,10049.0
SAL00464,EMP0227,2021-03-11 00:00:00,10272.19,1167,3,11439.19
SAL00465,EMP0228,2024-03-19,8179.0,1161,0,9340.0
SAL00466,EMP0228,2025-03-19 00:00:00,8915.11,1211,9,10126.11
SAL00467,EMP0229,2020-11-09,23330.0,2285,0,25615.0
SAL00468,EMP0229,2022-11-09 00:00:00,25663.0,805,10,26468.0
SAL00469,EMP0229,2023-11-09 00:00:00,26432.89,399,3,26831.89
SAL00470,EMP0230,2015-02-26,10087.0,363,0,10450.0
SAL00471,EMP0230,2017-02-26 00:00:00,10389.61,1050,3,11439.61
SAL00472,EMP0231,2024-04-13,3846.0,401,0,4247.0
SAL00473,EMP0231,2026-04-13 00:00:00,4038.3,115,5,4153.3
SAL00474,EMP0232,2016-06-09,12899.0,21,0,12920.0
SAL00475,EMP0232,2017-06-09 00:00:00,13543.95,921,5,14464.95
SAL00476,EMP0233,2025-07-23,11830.0,319,0,12149.0
SAL00477,EMP0233,2026-07-23 00:00:00,12894.7,11,9,12905.7
SAL00478,EMP0233,2028-07-23 00:00:00,14184.17,1886,10,16070.17
SAL00479,EMP0234,2017-08-09,16988.0,1636,0,18624.0
SAL00480,EMP0234,2018-08-09 00:00:00,17667.52,1958,4,19625.52
SAL00481,EMP0234,2020-08-09 00:00:00,18197.55,2050,3,20247.55
SAL00482,EMP0235,2022-11-10,7858.0,798,0,8656.0
SAL00483,EMP0235,2024-11-10 00:00:00,8329.48,663,6,8992.48
SAL00484,EMP0235,2025-11-10 00:00:00,9162.43,808,10,9970.43
SAL00485,EMP0236,2014-01-09,21920.0,797,0,22717.0
SAL00486,EMP0236,2015-01-09 00:00:00,23235.2,3121,6,26356.2
SAL00487,EMP0236,2016-01-09 00:00:00,25558.72,1915,10,27473.72
SAL00488,EMP0237,2014-09-29,3969.0,311,0,4280.0
SAL00489,EMP0237,2015-09-29 00:00:00,4127.76,227,4,4354.76
SAL00490,EMP0238,2024-04-26,5787.0,659,0,6446.0
SAL00491,EMP0238,2026-04-26 00:00:00,6192.09,233,7,6425.09
SAL00492,EMP0239,2019-09-18,32154.0,2567,0,34721.0
SAL00493,EMP0239,2021-09-18 00:00:00,33761.7,2267,5,36028.7
SAL00494,EMP0239,2023-09-18 00:00:00,35112.17,345,4,35457.17
SAL00495,EMP0240,2026-03-24,8198.0,877,0,9075.0
SAL00496,EMP0241,2019-12-06,8396.0,176,0,8572.0
SAL00497,EMP0242,2025-11-04,9919.0,75,0,9994.0
SAL00498,EMP0243,2015-06-07,5671.0,491,0,6162.0
SAL00499,EMP0244,2016-02-28,6471.0,529,0,7000.0
SAL00500,EMP0245,2015-08-09,32511.0,2436,0,34947.0
SAL00501,EMP0245,2017-08-09 00:00:00,35762.1,3300,10,39062.1
SAL00502,EMP0246,2017-11-03,3328.0,12,0,3340.0
SAL00503,EMP0246,2019-11-03 00:00:00,3560.96,48,7,3608.96
SAL00504,EMP0246,2021-11-03 00:00:00,3667.79,103,3,3770.79
SAL00505,EMP0247,2024-02-13,13612.0,457,0,14069.0
SAL00506,EMP0247,2026-02-13 00:00:00,14292.6,1144,5,15436.6
SAL00507,EMP0247,2028-02-13 00:00:00,15721.86,919,10,16640.86
SAL00508,EMP0248,2012-10-31,10048.0,933,0,10981.0
SAL00509,EMP0248,2013-10-31 00:00:00,10349.44,649,3,10998.44
SAL00510,EMP0249,2019-01-27,14636.0,2095,0,16731.0
SAL00511,EMP0249,2020-01-27 00:00:00,15075.08,1278,3,16353.08
SAL00512,EMP0250,2013-11-19,16356.0,1685,0,18041.0
SAL00513,EMP0250,2014-11-19 00:00:00,16846.68,628,3,17474.68
SAL00514,EMP0251,2013-12-03,4031.0,455,0,4486.0
SAL00515,EMP0251,2014-12-03 00:00:00,4393.79,87,9,4480.79
SAL00516,EMP0251,2015-12-03 00:00:00,4833.17,341,10,5174.17
SAL00517,EMP0252,2026-02-24,17713.0,2381,0,20094.0
SAL00518,EMP0253,2024-11-22,3589.0,222,0,3811.0
SAL00519,EMP0253,2026-11-22 00:00:00,3876.12,512,8,4388.12
SAL00520,EMP0254,2015-01-09,9281.0,315,0,9596.0
SAL00521,EMP0255,2013-09-03,5688.0,802,0,6490.0
SAL00522,EMP0256,2013-09-22,6812.0,264,0,7076.0
SAL00523,EMP0256,2015-09-22 00:00:00,7493.2,624,10,8117.2
SAL00524,EMP0256,2017-09-22 00:00:00,7867.86,608,5,8475.86
SAL00525,EMP0257,2022-06-05,3419.0,294,0,3713.0
SAL00526,EMP0257,2023-06-05 00:00:00,3589.95,194,5,3783.95
SAL00527,EMP0257,2024-06-05 00:00:00,3805.35,414,6,4219.35
SAL00528,EMP0258,2015-04-27,8860.0,1145,0,10005.0
SAL00529,EMP0258,2016-04-27 00:00:00,9480.2,873,7,10353.2
SAL00530,EMP0258,2018-04-27 00:00:00,10049.01,206,6,10255.01
SAL00531,EMP0259,2012-05-12,17469.0,2199,0,19668.0
SAL00532,EMP0259,2013-05-12 00:00:00,19215.9,478,10,19693.9
SAL00533,EMP0260,2016-06-04,23882.0,533,0,24415.0
SAL00534,EMP0260,2017-06-04 00:00:00,26031.38,1573,9,27604.38
SAL00535,EMP0260,2018-06-04 00:00:00,27593.26,3020,6,30613.26
SAL00536,EMP0261,2017-04-14,9824.0,432,0,10256.0
SAL00537,EMP0261,2018-04-14 00:00:00,10413.44,76,6,10489.44
SAL00538,EMP0262,2014-12-16,16161.0,2383,0,18544.0
SAL00539,EMP0262,2016-12-16 00:00:00,17615.49,1839,9,19454.49
SAL00540,EMP0262,2017-12-16 00:00:00,18496.26,275,5,18771.26
SAL00541,EMP0263,2013-07-03,22097.0,739,0,22836.0
SAL00542,EMP0263,2015-07-03 00:00:00,22759.91,3070,3,25829.91
SAL00543,EMP0264,2019-10-22,15167.0,104,0,15271.0
SAL00544,EMP0264,2021-10-22 00:00:00,16532.03,78,9,16610.03
SAL00545,EMP0264,2023-10-22 00:00:00,17523.95,1876,6,19399.95
SAL00546,EMP0265,2023-02-24,15031.0,1197,0,16228.0
SAL00547,EMP0266,2020-07-05,8362.0,1011,0,9373.0
SAL00548,EMP0267,2013-02-22,9309.0,7,0,9316.0
SAL00549,EMP0267,2015-02-22 00:00:00,9867.54,732,6,10599.54
SAL00550,EMP0267,2017-02-22 00:00:00,10755.62,1235,9,11990.62
SAL00551,EMP0268,2014-01-26,6885.0,235,0,7120.0
SAL00552,EMP0268,2016-01-26 00:00:00,7091.55,970,3,8061.55
SAL00553,EMP0269,2019-11-18,3691.0,146,0,3837.0
SAL00554,EMP0269,2021-11-18 00:00:00,3986.28,414,8,4400.28
SAL00555,EMP0269,2022-11-18 00:00:00,4265.32,417,7,4682.32
SAL00556,EMP0270,2017-10-23,18498.0,1950,0,20448.0
SAL00557,EMP0271,2013-02-06,7817.0,208,0,8025.0
SAL00558,EMP0272,2024-03-06,12267.0,1748,0,14015.0
SAL00559,EMP0272,2025-03-06 00:00:00,13371.03,117,9,13488.03
SAL00560,EMP0273,2025-07-14,4637.0,639,0,5276.0
SAL00561,EMP0273,2026-07-14 00:00:00,4822.48,86,4,4908.48
SAL00562,EMP0274,2026-02-09,8233.0,687,0,8920.0
SAL00563,EMP0274,2027-02-09 00:00:00,8644.65,301,5,8945.65
SAL00564,EMP0275,2011-12-21,11698.0,1611,0,13309.0
SAL00565,EMP0275,2012-12-21 00:00:00,12165.92,1674,4,13839.92
SAL00566,EMP0276,2012-05-29,8247.0,1075,0,9322.0
SAL00567,EMP0276,2013-05-29 00:00:00,8906.76,808,8,9714.76
SAL00568,EMP0276,2015-05-29 00:00:00,9173.96,1330,3,10503.96
SAL00569,EMP0277,2020-05-10,5811.0,425,0,6236.0
SAL00570,EMP0277,2022-05-10 00:00:00,6333.99,233,9,6566.99
SAL00571,EMP0278,2013-02-26,32378.0,2818,0,35196.0
SAL00572,EMP0278,2014-02-26 00:00:00,33349.34,3679,3,37028.34
SAL00573,EMP0278,2015-02-26 00:00:00,36684.27,1561,10,38245.27
SAL00574,EMP0279,2016-08-17,19073.0,2837,0,21910.0
SAL00575,EMP0279,2018-08-17 00:00:00,19645.19,740,3,20385.19
SAL00576,EMP0279,2019-08-17 00:00:00,20234.55,2334,3,22568.55
SAL00577,EMP0280,2020-07-26,24539.0,248,0,24787.0
SAL00578,EMP0281,2014-02-13,4126.0,237,0,4363.0
SAL00579,EMP0281,2015-02-13 00:00:00,4249.78,267,3,4516.78
SAL00580,EMP0282,2019-08-26,19811.0,686,0,20497.0
SAL00581,EMP0282,2021-08-26 00:00:00,21593.99,1613,9,23206.99
SAL00582,EMP0282,2022-08-26 00:00:00,22457.75,1184,4,23641.75
SAL00583,EMP0283,2025-12-10,8500.0,274,0,8774.0
SAL00584,EMP0283,2027-12-10 00:00:00,9265.0,1258,9,10523.0
SAL00585,EMP0284,2020-04-24,5033.0,540,0,5573.0
SAL00586,EMP0285,2019-05-20,11794.0,161,0,11955.0
SAL00587,EMP0285,2021-05-20 00:00:00,12265.76,70,4,12335.76
SAL00588,EMP0286,2018-08-25,13435.0,99,0,13534.0
SAL00589,EMP0287,2018-08-07,9860.0,1022,0,10882.0
SAL00590,EMP0288,2025-02-08,3844.0,73,0,3917.0
SAL00591,EMP0288,2027-02-08 00:00:00,4036.2,171,5,4207.2
SAL00592,EMP0288,2028-02-08 00:00:00,4197.65,66,4,4263.65
SAL00593,EMP0289,2017-12-21,8529.0,824,0,9353.0
SAL00594,EMP0289,2019-12-21 00:00:00,9040.74,493,6,9533.74
SAL00595,EMP0289,2020-12-21 00:00:00,9583.18,1397,6,10980.18
SAL00596,EMP0290,2012-10-25,28212.0,1817,0,30029.0
SAL00597,EMP0290,2013-10-25 00:00:00,29904.72,1076,6,30980.72
SAL00598,EMP0291,2015-02-17,15038.0,1110,0,16148.0
SAL00599,EMP0292,2012-03-14,25203.0,1544,0,26747.0
SAL00600,EMP0293,2013-05-19,8931.0,438,0,9369.0
SAL00601,EMP0293,2014-05-19 00:00:00,9824.1,3,10,9827.1
SAL00602,EMP0293,2015-05-19 00:00:00,10315.31,1119,5,11434.31
SAL00603,EMP0294,2016-06-03,6415.0,178,0,6593.0
SAL00604,EMP0294,2017-06-03 00:00:00,6864.05,847,7,7711.05
SAL00605,EMP0295,2016-08-31,7013.0,408,0,7421.0
SAL00606,EMP0295,2017-08-31 00:00:00,7433.78,110,6,7543.78
SAL00607,EMP0296,2022-03-19,4383.0,75,0,4458.0
SAL00608,EMP0297,2019-03-16,13940.0,339,0,14279.0
SAL00609,EMP0297,2021-03-16 00:00:00,15334.0,1705,10,17039.0
SAL00610,EMP0297,2022-03-16 00:00:00,16254.04,1990,6,18244.04
SAL00611,EMP0298,2024-03-24,20916.0,146,0,21062.0
SAL00612,EMP0298,2026-03-24 00:00:00,21961.8,1252,5,23213.8
SAL00613,EMP0299,2017-07-05,20405.0,2077,0,22482.0
SAL00614,EMP0299,2018-07-05 00:00:00,22037.4,2076,8,24113.4
SAL00615,EMP0299,2020-07-05 00:00:00,22698.52,1080,3,23778.52
SAL00616,EMP0300,2022-09-15,3424.0,436,0,3860.0
SAL00617,EMP0300,2024-09-15 00:00:00,3732.16,374,9,4106.16
SAL00618,EMP0300,2025-09-15 00:00:00,3956.09,527,6,4483.09
SAL00619,EMP0301,2016-03-14,10057.0,135,0,10192.0
SAL00620,EMP0301,2017-03-14 00:00:00,10559.85,61,5,10620.85
SAL00621,EMP0301,2018-03-14 00:00:00,11615.84,1530,10,13145.84
SAL00622,EMP0302,2026-01-18,10371.0,1263,0,11634.0
SAL00623,EMP0303,2016-08-04,9544.0,12,0,9556.0
SAL00624,EMP0304,2017-03-29,8214.0,299,0,8513.0
SAL00625,EMP0305,2020-12-01,13264.0,546,0,13810.0
SAL00626,EMP0305,2022-12-01 00:00:00,14192.48,1464,7,15656.48
SAL00627,EMP0306,2024-12-02,17174.0,1104,0,18278.0
SAL00628,EMP0307,2014-05-03,34889.0,433,0,35322.0
SAL00629,EMP0307,2016-05-03 00:00:00,35935.67,1497,3,37432.67
SAL00630,EMP0308,2020-07-17,3090.0,75,0,3165.0
SAL00631,EMP0308,2022-07-17 00:00:00,3368.1,228,9,3596.1
SAL00632,EMP0309,2025-09-16,8145.0,926,0,9071.0
SAL00633,EMP0310,2020-08-01,6931.0,855,0,7786.0
SAL00634,EMP0310,2021-08-01 00:00:00,7624.1,509,10,8133.1
SAL00635,EMP0311,2022-09-09,15821.0,434,0,16255.0
SAL00636,EMP0311,2024-09-09 00:00:00,16770.26,623,6,17393.26
SAL00637,EMP0311,2025-09-09 00:00:00,17273.37,1883,3,19156.37
SAL00638,EMP0312,2012-12-09,3672.0,16,0,3688.0
SAL00639,EMP0312,2013-12-09 00:00:00,3782.16,222,3,4004.16
SAL00640,EMP0313,2012-10-10,8788.0,613,0,9401.0
SAL00641,EMP0314,2019-09-15,15915.0,1034,0,16949.0
SAL00642,EMP0314,2021-09-15 00:00:00,16551.6,1181,4,17732.6
SAL00643,EMP0314,2022-09-15 00:00:00,18041.24,1050,9,19091.24
SAL00644,EMP0315,2013-09-19,20810.0,2669,0,23479.0
SAL00645,EMP0316,2023-12-07,20513.0,604,0,21117.0
SAL00646,EMP0317,2012-12-31,5605.0,652,0,6257.0
SAL00647,EMP0317,2014-12-31 00:00:00,5997.35,818,7,6815.35
SAL00648,EMP0317,2016-12-31 00:00:00,6357.19,232,6,6589.19
SAL00649,EMP0318,2019-08-22,28371.0,2550,0,30921.0
SAL00650,EMP0319,2021-06-02,32278.0,3992,0,36270.0
SAL00651,EMP0319,2022-06-02 00:00:00,34214.68,545,6,34759.68
SAL00652,EMP0319,2023-06-02 00:00:00,35583.27,2751,4,38334.27
SAL00653,EMP0320,2017-11-03,20417.0,344,0,20761.0
SAL00654,EMP0320,2019-11-03 00:00:00,22458.7,2748,10,25206.7
SAL00655,EMP0320,2020-11-03 00:00:00,23132.46,280,3,23412.46
SAL00656,EMP0321,2020-06-26,8332.0,940,0,9272.0
SAL00657,EMP0322,2012-03-18,16325.0,1354,0,17679.0
SAL00658,EMP0322,2013-03-18 00:00:00,17957.5,1196,10,19153.5
SAL00659,EMP0323,2025-05-21,8191.0,725,0,8916.0
SAL00660,EMP0323,2027-05-21 00:00:00,8682.46,998,6,9680.46
SAL00661,EMP0323,2029-05-21 00:00:00,9550.71,1114,10,10664.71
SAL00662,EMP0324,2013-03-15,4769.0,271,0,5040.0
SAL00663,EMP0324,2015-03-15 00:00:00,5055.14,433,6,5488.14
SAL00664,EMP0325,2014-07-24,9658.0,546,0,10204.0
SAL00665,EMP0325,2015-07-24 00:00:00,10527.22,1487,9,12014.22
SAL00666,EMP0325,2017-07-24 00:00:00,11579.94,1169,10,12748.94
SAL00667,EMP0326,2025-04-27,9277.0,1046,0,10323.0
SAL00668,EMP0326,2027-04-27 00:00:00,10019.16,337,8,10356.16
SAL00669,EMP0327,2024-12-16,14247.0,1149,0,15396.0
SAL00670,EMP0327,2025-12-16 00:00:00,14674.41,1303,3,15977.41
SAL00671,EMP0327,2026-12-16 00:00:00,15701.62,1462,7,17163.62
SAL00672,EMP0328,2024-10-05,4191.0,208,0,4399.0
SAL00673,EMP0328,2025-10-05 00:00:00,4568.19,398,9,4966.19
SAL00674,EMP0329,2020-01-09,7270.0,721,0,7991.0
SAL00675,EMP0329,2021-01-09 00:00:00,7778.9,763,7,8541.9
SAL00676,EMP0330,2013-01-23,8018.0,502,0,8520.0
SAL00677,EMP0331,2024-04-02,5759.0,143,0,5902.0
SAL00678,EMP0331,2026-04-02 00:00:00,5931.77,174,3,6105.77
SAL00679,EMP0332,2021-03-13,8501.0,49,0,8550.0
SAL00680,EMP0332,2022-03-13 00:00:00,8926.05,666,5,9592.05
SAL00681,EMP0332,2023-03-13 00:00:00,9640.13,632,8,10272.13
SAL00682,EMP0333,2022-06-09,7825.0,1075,0,8900.0
SAL00683,EMP0334,2021-05-18,3411.0,221,0,3632.0
SAL00684,EMP0334,2022-05-18 00:00:00,3547.44,244,4,3791.44
SAL00685,EMP0334,2024-05-18 00:00:00,3653.86,87,3,3740.86
SAL00686,EMP0335,2021-07-31,8665.0,287,0,8952.0
SAL00687,EMP0335,2023-07-31 00:00:00,9444.85,803,9,10247.85
SAL00688,EMP0335,2024-07-31 00:00:00,10389.34,1344,10,11733.34
SAL00689,EMP0336,2025-07-20,3411.0,200,0,3611.0
SAL00690,EMP0336,2027-07-20 00:00:00,3581.55,238,5,3819.55
SAL00691,EMP0337,2025-10-22,5643.0,60,0,5703.0
SAL00692,EMP0338,2022-11-19,9298.0,474,0,9772.0
SAL00693,EMP0339,2011-11-12,18242.0,158,0,18400.0
SAL00694,EMP0339,2012-11-12 00:00:00,19336.52,574,6,19910.52
SAL00695,EMP0339,2014-11-12 00:00:00,20303.35,90,5,20393.35
SAL00696,EMP0340,2017-04-17,22362.0,1754,0,24116.0
SAL00697,EMP0340,2018-04-17 00:00:00,24150.96,3492,8,27642.96
SAL00698,EMP0340,2019-04-17 00:00:00,25358.51,2830,5,28188.51
SAL00699,EMP0341,2025-09-03,8885.0,1291,0,10176.0
SAL00700,EMP0341,2027-09-03 00:00:00,9418.1,109,6,9527.1
SAL00701,EMP0341,2028-09-03 00:00:00,9889.01,981,5,10870.01
SAL00702,EMP0342,2020-10-16,3304.0,385,0,3689.0
SAL00703,EMP0342,2021-10-16 00:00:00,3469.2,234,5,3703.2
SAL00704,EMP0342,2022-10-16 00:00:00,3816.12,323,10,4139.12
SAL00705,EMP0343,2014-04-22,9049.0,360,0,9409.0
SAL00706,EMP0343,2015-04-22 00:00:00,9772.92,383,8,10155.92
SAL00707,EMP0343,2016-04-22 00:00:00,10652.48,1190,9,11842.48
SAL00708,EMP0344,2023-05-28,34812.0,31,0,34843.0
SAL00709,EMP0344,2024-05-28 00:00:00,36552.6,3416,5,39968.6
SAL00710,EMP0345,2024-09-03,4432.0,361,0,4793.0
SAL00711,EMP0346,2021-10-22,4130.0,482,0,4612.0
SAL00712,EMP0347,2017-09-16,5543.0,396,0,5939.0
SAL00713,EMP0347,2019-09-16 00:00:00,5875.58,158,6,6033.58
SAL00714,EMP0348,2011-08-03,12515.0,921,0,13436.0
SAL00715,EMP0349,2025-01-15,18267.0,1404,0,19671.0
SAL00716,EMP0349,2027-01-15 00:00:00,19545.69,1023,7,20568.69
SAL00717,EMP0350,2023-08-04,7969.0,936,0,8905.0
SAL00718,EMP0351,2017-03-31,12501.0,15,0,12516.0
SAL00719,EMP0352,2024-05-02,3300.0,306,0,3606.0
SAL00720,EMP0353,2012-01-04,21008.0,1517,0,22525.0
SAL00721,EMP0353,2013-01-04 00:00:00,22268.48,1491,6,23759.48
SAL00722,EMP0354,2018-05-23,19411.0,1828,0,21239.0
SAL00723,EMP0355,2018-11-16,11060.0,1308,0,12368.0
SAL00724,EMP0355,2019-11-16 00:00:00,11391.8,806,3,12197.8
SAL00725,EMP0356,2026-05-23,19600.0,2817,0,22417.0
SAL00726,EMP0356,2028-05-23 00:00:00,21364.0,2019,9,23383.0
SAL00727,EMP0356,2030-05-23 00:00:00,22218.56,737,4,22955.56
SAL00728,EMP0357,2011-12-18,4166.0,578,0,4744.0
SAL00729,EMP0358,2015-04-17,6683.0,328,0,7011.0
SAL00730,EMP0358,2016-04-17 00:00:00,7351.3,967,10,8318.3
SAL00731,EMP0358,2017-04-17 00:00:00,7939.4,438,8,8377.4
SAL00732,EMP0359,2021-02-03,8170.0,1074,0,9244.0
SAL00733,EMP0360,2013-01-25,15427.0,2141,0,17568.0
SAL00734,EMP0360,2015-01-25 00:00:00,16661.16,2291,8,18952.16
SAL00735,EMP0361,2025-05-22,29003.0,4293,0,33296.0
SAL00736,EMP0361,2026-05-22 00:00:00,29873.09,1130,3,31003.09
SAL00737,EMP0362,2014-04-12,14074.0,1960,0,16034.0
SAL00738,EMP0363,2022-03-01,18274.0,1379,0,19653.0
SAL00739,EMP0364,2023-03-22,23280.0,1720,0,25000.0
SAL00740,EMP0364,2025-03-22 00:00:00,24676.8,374,6,25050.8
SAL00741,EMP0365,2023-04-05,3442.0,173,0,3615.0
SAL00742,EMP0366,2015-04-07,15425.0,1239,0,16664.0
SAL00743,EMP0366,2017-04-07 00:00:00,16967.5,2231,10,19198.5
SAL00744,EMP0367,2015-10-07,14799.0,554,0,15353.0
SAL00745,EMP0367,2017-10-07 00:00:00,15834.93,2185,7,18019.93
SAL00746,EMP0367,2019-10-07 00:00:00,16468.33,1297,4,17765.33
SAL00747,EMP0368,2023-01-24,3979.0,191,0,4170.0
SAL00748,EMP0369,2024-04-26,14287.0,1438,0,15725.0
SAL00749,EMP0370,2018-06-20,7720.0,1051,0,8771.0
SAL00750,EMP0370,2020-06-20 00:00:00,8106.0,235,5,8341.0
SAL00751,EMP0371,2017-07-28,4621.0,578,0,5199.0
SAL00752,EMP0371,2018-07-28 00:00:00,4898.26,251,6,5149.26
SAL00753,EMP0371,2019-07-28 00:00:00,5143.17,348,5,5491.17
SAL00754,EMP0372,2017-07-17,3880.0,242,0,4122.0
SAL00755,EMP0372,2018-07-17 00:00:00,4229.2,216,9,4445.2
SAL00756,EMP0372,2019-07-17 00:00:00,4609.83,436,9,5045.83
SAL00757,EMP0373,2013-03-27,4283.0,109,0,4392.0
SAL00758,EMP0373,2014-03-27 00:00:00,4539.98,646,6,5185.98
SAL00759,EMP0374,2017-01-19,11685.0,54,0,11739.0
SAL00760,EMP0374,2018-01-19 00:00:00,12269.25,942,5,13211.25
SAL00761,EMP0375,2012-02-24,8988.0,1287,0,10275.0
SAL00762,EMP0376,2018-02-15,3075.0,316,0,3391.0
SAL00763,EMP0377,2019-07-24,25753.0,1921,0,27674.0
SAL00764,EMP0377,2021-07-24 00:00:00,27813.24,3071,8,30884.24
SAL00765,EMP0378,2025-02-02,3229.0,484,0,3713.0
